year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2015,Holden,Commodore,SV6 VF Automatic Sedan,Sedan,5.0,2015-03,2015-03,6G1FB5E30FL121702,23ZAYD,NSW,"Sold Unregistered, Without Plates",,6,3.6,Petrol,Automatic,120543,km,Blue,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349801/motor-vehicles-motor-cycles/2015-holden-commodore-sv6-vf-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 301",97.0,"$12,200",3h 20m6s,active
2003,Ford,Falcon,XR6T BA Manual Ute,Ute,2.0,2003-03,2003-03,6FPAAAJGCM3D57115,YRQ72X,ACT,"Sold Unregistered, Without Plates",,6,4,Petrol,Manual,175775,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349803/motor-vehicles-motor-cycles/2003-ford-falcon-xr6t-ba-manual-ute,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 038",33.0,"$6,325",3h 20m0s,active
1997,Holden,Rodeo,LX Manual Ute,Ute,2.0,1997-03,1997-04,JAATFR17HV7100506,No plates,VIC,"Sold Unregistered, Without Plates",,4,2.6,Petrol,Manual,420359,km,Purple,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349804/motor-vehicles-motor-cycles/1997-holden-rodeo-lx-manual-ute,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, MP3 Capability, Power Steering, Sunroof, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 410",41.0,"$4,000",3h 19m50s,active
2014,Jeep,Cherokee,LIMITED 4X4 KL Turbo Diesel 9 auto Wagon,Wagon,5.0,2014-07,2014-09,1C4PJMHY4EW315353,DO78HY,NSW,"Sold Unregistered, Without Plates",,4,2,Diesel,9 auto,105355,km,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349805/motor-vehicles-motor-cycles/2014-jeep-cherokee-limited-4x4-kl-turbo-diesel-9-auto-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof rail/roof rack, Satellite navigation system, N/I, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 403",1.0,"$5,000",3h 19m43s,active
2020,LDV,T60,LUXE Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2020-08,2020-09,LSFAM11A1LA098727,YOX42M,ACT,"Sold Unregistered, Without Plates",,4,2.8,Diesel,Automatic,166901,km,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349806/motor-vehicles-motor-cycles/2020-ldv-t60-luxe-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 167",54.0,"$3,300",1d 3h 19m37s,active
2016,Mazda,BT-50,4X4 XTR Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2016-02,2016-03,MM0UR0YF100552134,DI25RI,NSW,"Sold Unregistered, Without Plates",,5,3.2,Diesel,Manual,272759,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349809/motor-vehicles-motor-cycles/2016-mazda-bt-50-4x4-xtr-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Nudge bar, Power Steering, Reversing Camera, Roof racks, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 278",4.0,$209,2d 3h 34m31s,active
2013,Volvo,XC60,T6 TEKNIK Automatic Wagon,Wagon,5.0,2013-07,2013-10,YV1DZ90H6E2517388,CPT85M,NSW,"Sold Unregistered, Without Plates",,6,3,Petrol,Automatic,134868,km,White,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10349810/motor-vehicles-motor-cycles/2013-volvo-xc60-t6-teknik-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof rail/roof rack, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 387",14.0,"$5,200",3h 34m23s,active
2011,Kia,Grand,Carnival Platinum VQ Automatic 8 Seats People Mover,People Mover,8.0,2011-06,2011-10,KNAMH817MC6437120,No plates,VIC,"Sold Unregistered, Without Plates",,6,3.5,Petrol,Automatic,151188,km,Black,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349811/motor-vehicles-motor-cycles/2011-kia-grand-carnival-platinum-vq-automatic-8-seats-people-mover,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Roof rail/roof rack, Sunroof, Third Row Seat, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 315",8.0,$309,2d 3h 34m16s,active
2015,Jeep,Grand,Cherokee Laredo WK Automatic - 8 Speed Wagon,Wagon,5.0,2015-07,2016-02,1C4RJEEG4FC947458,YGF01X,NSW,"Sold Unregistered, Without Plates",,6,3.6,Petrol,Automatic - 8 Speed,170548,km,Black,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349812/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-laredo-wk-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, N/I, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 284",0.0,"$6,272",1d 3h 19m4s,active
2000,BMW,7,35i E38 Automatic Sedan,Sedan,5.0,2000-09,Unable to locate,WBAGG420X0DA96128,Unable to locate,NSW,"Sold Unregistered, Without Plates",,8,3.5,Petrol,Automatic,00000,km,Blue,Tan,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349814/motor-vehicles-motor-cycles/2000-bmw-7-35i-e38-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Front, Park distance control rear, Power Steering, Satellite navigation system, Sunroof, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 25",3.0,$209,2d 3h 33m54s,active
2009,Toyota,Corolla,Ascent ZRE152R Automatic Hatchback,Hatchback,5.0,2009-05,2009-06,JTNKU52E801092810,BTU78K,NSW,"Sold Unregistered, Without Plates",,4,1.8,Petrol,Automatic,154055,km,Silver,Black,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349815/motor-vehicles-motor-cycles/2009-toyota-corolla-ascent-zre152r-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 172",38.0,"$2,609",2d 3h 33m47s,active
2017,Volkswagen,Passat,132TSI COMFORTLINE B8 Automatic Sedan,Sedan,5.0,2017-07,2017-09,WVWZZZ3CZJE030002,ETQ19E,NSW,"Sold Unregistered, Without Plates",,4,1.8,Petrol,Automatic,198187,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349816/motor-vehicles-motor-cycles/2017-volkswagen-passat-132tsi-comfortline-b8-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 138",3.0,$209,2d 3h 33m35s,active
2011,Hyundai,i30,SX FD Manual Hatchback,Hatchback,5.0,2011-05,2011-06,KMHDB51DLBU348938,BL77CZ,NSW,"Sold Unregistered, Without Plates",,4,1.6,Petrol,Manual,119475,km,Grey,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349817/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 057",1.0,$9,2d 3h 33m28s,active
2010,Audi,A4,2.7 TDI AVANT B8 Turbo Diesel CVT Wagon,Wagon,5.0,2010-04,2010-07,WAUZZZ8K0AA168043,FGF49H,NSW,"Sold Unregistered, Without Plates",,6,2.7,Diesel,CVT,334414,km,Grey,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349818/motor-vehicles-motor-cycles/2010-audi-a4-2-7-tdi-avant-b8-turbo-diesel-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 148",5.0,$409,2d 3h 33m20s,active
2010,Jeep,Patriot,Sport MK CVT Wagon,Wagon,5.0,2010-07,2011-03,1J4N72GB0AD644591,CH30FD,NSW,"Sold Unregistered, Without Plates",,4,2.4,Petrol,CVT,191235,km,Silver,Black,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349819/motor-vehicles-motor-cycles/2010-jeep-patriot-sport-mk-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 413",17.0,"$3,888",2d 3h 23m14s,active
2015,Volkswagen,Tiguan,155 TSI R-LINE 5N Automatic Wagon,Wagon,5.0,2015-05,2015-07,WVGZZZ5NZFW110450,CZO84C,NSW,"Sold Unregistered, Without Plates",,4,2,Petrol,Automatic,193343,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349820/motor-vehicles-motor-cycles/2015-volkswagen-tiguan-155-tsi-r-line-5n-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 437",4.0,$540,2d 3h 33m8s,active
2010,Audi,A4,2.0 TFSI Quattro B8 Manual Sedan,Sedan,5.0,2010-02,201-04,WAUZZZ8K6AA130042,EON94G,NSW,"Sold Unregistered, Without Plates",,4,2,Premium Unleaded,Manual,162745,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349821/motor-vehicles-motor-cycles/2010-audi-a4-2-0-tfsi-quattro-b8-manual-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 024",2.0,$109,2d 3h 33m0s,active
2015,Ford,Focus,Trend LZ Manual Hatchback,Hatchback,5.0,2015-08,2015-09,MPB3XXMXC3FT26841,CGV08H,NSW,"Sold Unregistered, Without Plates",,4,1.5,Petrol,Manual,108676,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349822/motor-vehicles-motor-cycles/2015-ford-focus-trend-lz-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 416",5.0,$409,2d 3h 32m53s,active
2008,Mazda,CX-9,Luxury Automatic 7 Seats Wagon,Wagon,7.0,2008-06,2008-06,JM0TB10A100108530,DN88XQ,NSW,"Sold Unregistered, Without Plates",,6,3.7,Petrol,Automatic,224320,km,Blue,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349824/motor-vehicles-motor-cycles/2008-mazda-cx-9-luxury-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Third Row Seat, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 6",21.0,"$1,400",3h 32m48s,active
2007,Mercedes,Benz,E280 Elegance W211 Automatic Sedan,Sedan,5.0,2007-09,2007-11,WDB2110542B236215,BEI82R,NSW,"Sold Unregistered, Without Plates",,6,3,Petrol,Automatic,226291,km,Silver,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10349825/motor-vehicles-motor-cycles/2007-mercedes-benz-e280-elegance-w211-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 428",8.0,$709,2d 3h 32m42s,active
2024,Chery,Tiggo,8 Pro Max Ultimate AWD Automatic 7 Seats SUV,,7.0,11/2024,12/2024,LVTDD24B9RDF04339,Unregistered,,"Sold Unregistered, Without Plates",,4,2 Lt,Turbo Petrol,Automatic,2571,km,Grey,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349827/motor-vehicles-motor-cycles/2024-chery-tiggo-8-pro-max-ultimate-awd-automatic-7-seats-suv,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Damage: Marks & Scuffs, Front Left Bumper Damage, Cracked Tail Light","Air Conditioning, Bluetooth capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated front seats, Leather trim, MP3 Capability, Park Distance Control Front, Park distance control rear, Power Steering, Reversing Camera, Roof racks, Satellite navigation system, Panoramic Sunroof, Third row seat, 19`` Alloy Wheels, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 025, NOTE: This is a new vehicle that was stolen whilst in transit to the dealershipand recovered. It is our understanding that the warranty from Chery Automobile Co. Ltd is void and this status will remain throughout the vehicles history. A Blue Slip/Roadworthy will be required to register the vehicle.",0.0,$9,10d 2h 47m34s,active
2007,BMW,3,20i E90 Automatic Sedan,Sedan,5.0,2007-03,2007-09,WBAVA76030NL29097,No plates,NSW,"Sold Unregistered, Without Plates",,4,2,Petrol,Automatic,169483,km,Black,Cream,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349829/motor-vehicles-motor-cycles/2007-bmw-3-20i-e90-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 061",3.0,$209,2d 3h 17m29s,active
